,,,purchased_price,produced_price
Central,Sugar (granulated),Loaf,1.0,
Central,Sugar (granulated),Margarin tin,2.0,
Central,Sugar (granulated),Mini bag,10.0,
Central,Sugar (granulated),Other unit,0.5,
Central,Sugar (granulated),Packet,1.0,
Central,Sugar (granulated),Piece,0.2,
Central,Sugar (granulated),Rolls,0.19999999999999998,
Central,Sugar (granulated),Satchet,0.2,
Central,Sugar (granulated),Single,0.5,
Central,Sugar (granulated),Tin,1.0,
Central,Sweet Pepper,Beer bottle,0.6666666666666666,
Central,Sweet Pepper,Gram,0.014285714285714285,
Central,Sweet Pepper,Heap,2.0,
Central,Sweet Pepper,Margarin tin,1.0,
Central,Sweet Pepper,Piece,0.5,
Central,Sweet Pepper,Single,0.6,
Central,Sweet Potato ,Bowl,,2.0
Central,Sweet Potato ,Bunch,,6.0
Central,Sweet Potato ,Heap,,10.0
Central,Tea bag,Box/Carton,3.25,
Central,Tea bag,Packet,4.0,
Central,Tea bag,Piece,0.25,
Central,Tea bag,Satchet,0.5,
Central,Tea bag,Single,0.2,
Central,Tilapia,Box/Carton,350.0,
Central,Tilapia,Fingers,6.666666666666667,
Central,Tilapia,Heap,5.0,
Central,Tilapia,Piece,5.0,
Central,Tilapia,Pound,15.0,
Central,Tilapia,Single,5.0,
Central,Tobacco,Rolls,1.0,
Central,Tomato (fresh),American Tin (Olonka),10.0,
Central,Tomato (fresh),Basket,10.0,
Central,Tomato (fresh),Beer bottle,1.0,
Central,Tomato (fresh),Bowl,3.0,3.5
Central,Tomato (fresh),Box/Carton,25.0,
Central,Tomato (fresh),Bucket,6.923076923076923,
Central,Tomato (fresh),Fingers,2.0,
Central,Tomato (fresh),Gram,0.008,
Central,Tomato (fresh),Heap,1.0,1.0
Central,Tomato (fresh),Kilogram,0.0036363636363636364,
Central,Tomato (fresh),Margarin tin,2.0,
Central,Tomato (fresh),Other unit,70.0,
Central,Tomato (fresh),Packet,1.0,
Central,Tomato (fresh),Piece,0.5,
Central,Tomato (fresh),Satchet,1.0,
Central,Tomato (fresh),Single,0.21428571428571427,
Central,Tomato (fresh),Tin,1.5,
Central,Tomato (fresh),Tubers,3.5,
Central,Tomato (paste),American Tin (Olonka),14.0,
Central,Tomato (paste),Balls,0.5833333333333333,
Central,Tomato (paste),Box/Carton,23.5,
Central,Tomato (paste),Gram,0.008571428571428572,
Central,Tomato (paste),Heap,0.7,
Central,Tomato (paste),Kilogram,3.1877705627705626,
Central,Tomato (paste),Margarin tin,2.7875,
Central,Tomato (paste),Other unit,4.25,
Central,Tomato (paste),Packet,0.6499999999999999,
Central,Tomato (paste),Piece,0.6,
Central,Tomato (paste),Pound,0.9,
Central,Tomato (paste),Rolls,6.25,
Central,Tomato (paste),Satchet,0.7,
Central,Tomato (paste),Set,0.6,
Central,Tomato (paste),Single,1.0,
Central,Tomato (paste),Tin,2.0,
Central,Tuna (processed),Gram,0.012903225806451613,
Central,Tuna (processed),Piece,3.5,
Central,Tuna (processed),Single,3.0,
Central,Tuna (processed),Tin,3.75,
Central,Vinegar,Heap,2.0,
Central,Vinegar,Single,0.5,
Central,Water,American Tin (Olonka),1.85,
Central,Water,Beer bottle,1.2,
Central,Water,Box/Carton,20.0,
Central,Water,Bundle,2.0,
Central,Water,Fingers,0.15000000000000002,
Central,Water,Heap,2.0,
Central,Water,Litres,1.6666666666666667,
Central,Water,Millilitre,0.1,
Central,Water,Mini bag,3.0,
Central,Water,Other unit,2.5,
Central,Water,Packet,2.5,
Central,Water,Piece,0.18333333333333332,
Central,Water,Satchet,0.19999999999999998,
Central,Water,Single,0.2,
Central,Water,Stick,3.0,
Central,Water,Tin,3.0,
Central,Water Yam,Heap,5.0,
Central,Water Yam,Tubers,5.0,
Central,Watermelon,Balls,4.0,
Central,Watermelon,Heap,2.0,
Central,Watermelon,Other unit,1.0,
Central,Watermelon,Piece,1.0,
Central,Watermelon,Single,5.0,4.0
Central,Wheat Flour,Kilogram,6.0,
Central,Wheat Flour,Margarin tin,1.8,
Central,White Oats,Other unit,10.0,
Central,White Oats,Packet,5.0,
Central,White Oats,Plate (food),5.0,
Central,White Oats,Satchet,5.0,
Central,White Oats,Single,6.0,
Central,White Oats,Tin,7.0,
Central,Wine,Beer bottle,4.0,
Central,Wine,Bowl,4.0,
Central,Wine,Fanta bottle,2.0,
Central,Wine,Heap,2.0,
Central,Wine,Litres,5.158730158730158,
Central,Wine,Satchet,3.55,
Central,Wine,Single,7.0,
Central,Yam,Bowl,2.5,40.0
Central,Yam,Bunch,2.25,
Central,Yam,Heap,5.0,
Central,Yam,Piece,3.0,
Central,Yam,Single,2.5,
Central,Yam,Tubers,5.0,5.0
Central,Yoghurt,Gram,0.015384615384615385,
Central,Yoghurt,Heap,1.0,
Central,Yoghurt,Millilitre,0.5033333333333333,
Central,Yoghurt,Packet,1.1,
Central,Yoghurt,Piece,1.0,
Central,Yoghurt,Satchet,1.0,
Central,Yoghurt,Single,1.0,
Eastern,Agushie Seed,Heap,1.0,
Eastern,Agushie Seed,Margarin tin,4.5,
Eastern,Agushie Seed,Mini bag,1.0,
Eastern,Agushie Seed,Other unit,1.0,
Eastern,Agushie Seed,Piece,1.0,
Eastern,Agushie Seed,Satchet,1.0,
Eastern,Agushie Seed,Single,1.0,
Eastern,Agushie Seed,Tin,2.0,
Eastern,Akpeteshie,Beer bottle,6.0,
Eastern,Akpeteshie,Fanta bottle,4.0,
Eastern,Akpeteshie,Litres,7.68018018018018,
Eastern,Akpeteshie,Loaf,5.0,
Eastern,Akpeteshie,Margarin tin,2.6,
Eastern,Akpeteshie,Other unit,0.5,
Eastern,Akpeteshie,Satchet,1.0,
Eastern,Akpeteshie,Single,8.0,
Eastern,Akpeteshie,Tot (25mls),0.5,
Eastern,Akpeteshie,Visit,0.85,
Eastern,Apple,Balls,1.5,
Eastern,Apple,Single,1.6666666666666667,
Eastern,Avocado,Balls,1.0833333333333335,
Eastern,Avocado,Bowl,,1.0
Eastern,Avocado,Heap,5.5,
Eastern,Avocado,Single,1.45,0.5
Eastern,Bambara Bean,American Tin (Olonka),,6.0
Eastern,Bambara Bean,Bowl,,5.0
Eastern,Bambara Bean,Margarin tin,,3.0
Eastern,Banana,Bunch,3.0,5.0
Eastern,Banana,Bundle,0.34285714285714286,
Eastern,Banana,Fingers,0.2,1.0
Eastern,Banana,Heap,2.0,2.0
Eastern,Banana,Kilogram,5.333333333333334,
Eastern,Banana,Single,0.3666666666666667,0.22499999403953552
Eastern,Beef,Heap,10.0,
Eastern,Beef,Kilogram,10.0,
Eastern,Beef,Piece,2.0,
Eastern,Beef,Pound,9.0,
Eastern,Beef,Rolls,2.5,
Eastern,Beef,Single,2.0,
Eastern,Beef (corned),Single,12.25,
Eastern,Beef (corned),Tin,7.0,
Eastern,Beef (face),Heap,10.0,
Eastern,Beef (face),Piece,8.0,
Eastern,Beef (face),Pound,6.0,
Eastern,Beef (leg),Heap,5.0,
Eastern,Beef (leg),Kilogram,8.0,
Eastern,Beef (leg),Piece,3.0,
Eastern,Beef (leg),Pound,5.5,
Eastern,Beef (leg),Single,5.0,
Eastern,Beef (offal),Bundle,7.0,
Eastern,Beef (offal),Heap,5.0,
Eastern,Beef (offal),Kilogram,5.0,
Eastern,Beef (offal),Piece,2.0,
Eastern,Beef (offal),Pound,6.666666666666667,
Eastern,Beef (offal),Satchet,4.5,
Eastern,Beef (offal),Single,5.0,
Eastern,Beef (steak),Heap,10.0,
Eastern,Beef (steak),Piece,4.0,
Eastern,Beef (steak),Pound,9.0,
Eastern,Beef (steak),Single,5.0,
Eastern,Beer,Beer bottle,5.0,
Eastern,Beer,Crate,30.0,
Eastern,Beer,Fanta bottle,5.0,
Eastern,Beer,Litres,14.027370478983382,
Eastern,Beer,Other unit,5.0,
Eastern,Beer,Single,5.0,
Eastern,Biscuit,Packet,1.0,
Eastern,Biscuit,Piece,0.3,
Eastern,Biscuit,Satchet,0.5,
Eastern,Biscuit,Single,1.0,
Eastern,Bitters,Beer bottle,10.0,
Eastern,Bitters,Fanta bottle,7.2,
Eastern,Bitters,Heap,10.0,
Eastern,Bitters,Litres,16.0,
Eastern,Bitters,Other unit,0.6,
Eastern,Bitters,Satchet,0.7,
Eastern,Bitters,Single,7.5,
Eastern,Bitters,Tot (25mls),0.7000000000000001,
Eastern,Bitters,Visit,0.7833333333333333,
Eastern,Bread,Loaf,1.5,
Eastern,Bread,Piece,1.0,
Eastern,Cabbage,Bundle,,0.5
Eastern,Cabbage,Heap,,1.0
Eastern,Cabbage,Single,,3.0
Eastern,Canned Fruits,Heap,2.0,
Eastern,Canned Fruits,Packet,2.5,
Eastern,Canned Fruits,Single,6.0,
Eastern,Carrot,American Tin (Olonka),1.0,
Eastern,Carrot,Bundle,1.0,0.5
Eastern,Carrot,Fingers,0.5,
Eastern,Carrot,Heap,2.0,
Eastern,Carrot,Piece,0.16666666666666666,
Eastern,Carrot,Pound,12.5,
Eastern,Carrot,Single,0.5,
Eastern,Carrot,Tubers,1.75,
Eastern,Cassava (dough),American Tin (Olonka),,8.25
Eastern,Cassava (dough),Balls,1.0,2.0
Eastern,Cassava (dough),Bowl,2.0,4.0
Eastern,Cassava (dough),Heap,1.0,2.0
Eastern,Cassava (dough),Margarin tin,1.0,2.0
Eastern,Cassava (dried),American Tin (Olonka),6.0,
Eastern,Cassava (dried),Bowl,1.0,
Eastern,Cassava (dried),Heap,1.0,
Eastern,Cassava (dried),Margarin tin,1.0,
Eastern,Cassava (fresh),American Tin (Olonka),5.5,
Eastern,Cassava (fresh),Basket,10.0,15.0
Eastern,Cassava (fresh),Beer bottle,10.0,
Eastern,Cassava (fresh),Bowl,8.0,15.0
Eastern,Cassava (fresh),Bucket,8.0,
Eastern,Cassava (fresh),Bunch,11.0,
Eastern,Cassava (fresh),Fanta bottle,0.5714285714285714,
Eastern,Cassava (fresh),Fingers,0.3833333333333333,
Eastern,Cassava (fresh),Heap,3.0,5.0
Eastern,Cassava (fresh),Kilogram,1.0,
Eastern,Cassava (fresh),Maxi bag,5.0,
Eastern,Cassava (fresh),Mini bag,20.0,
Eastern,Cassava (fresh),Piece,0.4,
Eastern,Cassava (fresh),Pound,0.7333333333333334,
Eastern,Cassava (fresh),Single,0.6666666666666666,
Eastern,Cassava (fresh),Tubers,0.5,4.0
Eastern,"Cassava (white, flour)",American Tin (Olonka),7.5,
Eastern,"Cassava (white, flour)",Bowl,10.0,
Eastern,"Cassava (white, flour)",Margarin tin,1.5,
Eastern,"Cassava (yellow, flour)",American Tin (Olonka),4.0,5.0
Eastern,"Cassava (yellow, flour)",Bowl,10.0,5.0
Eastern,"Cassava (yellow, flour)",Heap,,1.25
Eastern,"Cassava (yellow, flour)",Margarin tin,0.75,2.0
Eastern,"Cassava (yellow, flour)",Other unit,0.2,
Eastern,Cerelac (Baby food),Bowl,5.0,
Eastern,Cerelac (Baby food),Gram,0.825,
Eastern,Cerelac (Baby food),Margarin tin,2.0,
Eastern,Cerelac (Baby food),Other unit,1.5,
Eastern,Cerelac (Baby food),Packet,1.5,
Eastern,Cerelac (Baby food),Satchet,1.5,
Eastern,Cerelac (Baby food),Tin,11.0,
Eastern,Chewing Gum,Blister / Strip,1.0,
Eastern,Chewing Gum,Box/Carton,16.0,
Eastern,Chewing Gum,Other unit,0.8,
Eastern,Chewing Gum,Packet,0.8,
Eastern,Chewing Gum,Piece,0.2,
Eastern,Chewing Gum,Satchet,0.7,
Eastern,Chewing Gum,Single,0.1,
Eastern,Chicken (breast),Bundle,4.0,
Eastern,Chicken (breast),Heap,3.0,
Eastern,Chicken (breast),Kilogram,7.0,
Eastern,Chicken (breast),Piece,0.6666666666666666,
Eastern,Chicken (breast),Pound,7.0,
Eastern,Chicken (breast),Satchet,3.625,
Eastern,Chicken (breast),Single,1.0,
Eastern,Chicken (broiler),Kilogram,10.0,
Eastern,Chicken (broiler),Piece,5.0,
Eastern,Chicken (broiler),Pound,8.5,
Eastern,Chicken (broiler),Single,20.0,
Eastern,Chicken (frozen),Heap,5.0,
Eastern,Chicken (frozen),Kilogram,3.0,
Eastern,Chicken (frozen),Piece,3.0,
Eastern,Chicken (frozen),Pound,8.333333333333334,
Eastern,Chicken (frozen),Satchet,5.0,
Eastern,Chicken (frozen),Single,1.75,
Eastern,Chicken (gizzard),Kilogram,11.0,
Eastern,Chicken (gizzard),Other unit,12.0,
Eastern,Chicken (gizzard),Packet,12.0,
Eastern,Chicken (gizzard),Pound,5.0,
Eastern,Chicken (live),Millilitre,40.0,
Eastern,Chicken (live),Piece,10.0,
Eastern,Chicken (live),Satchet,30.0,
Eastern,Chicken (live),Single,30.0,26.5
Eastern,Chicken (thigh),1000 kg /metric tonnes/tonnes,9.0,
Eastern,Chicken (thigh),Box/Carton,95.0,
Eastern,Chicken (thigh),Bundle,6.5,
Eastern,Chicken (thigh),Heap,10.0,
Eastern,Chicken (thigh),Kilogram,10.0,
Eastern,Chicken (thigh),Margarin tin,6.0,
Eastern,Chicken (thigh),Millilitre,8.0,
Eastern,Chicken (thigh),Other unit,10.0,
Eastern,Chicken (thigh),Packet,5.0,
Eastern,Chicken (thigh),Piece,8.0,
Eastern,Chicken (thigh),Pound,8.0,
Eastern,Chicken (thigh),Satchet,5.0,
Eastern,Chicken (thigh),Single,8.0,
Eastern,Chicken (wing),Bundle,5.0,
Eastern,Chicken (wing),Heap,5.0,
Eastern,Chicken (wing),Kilogram,8.5,
Eastern,Chicken (wing),Other unit,12.0,
Eastern,Chicken (wing),Piece,3.0,
Eastern,Chicken (wing),Pound,7.0,
Eastern,Chicken (wing),Single,4.0,
Eastern,Chilli Powder (black pepper),Piece,1.0,
Eastern,Chilli Powder (black pepper),Satchet,0.2,
Eastern,Chocolate ,Bar,5.0,
Eastern,Chocolate ,Gram,0.06,
Eastern,Chocolate ,Satchet,4.75,
Eastern,Chocolate ,Single,6.0,
Eastern,Cigarette,Box/Carton,4.5,
Eastern,Cigarette,Packet,1.5,
Eastern,Cigarette,Single,0.7,
Eastern,Cigarette,Stick,0.25,
Eastern,Cocoa (milk powder beverages),1000 kg /metric tonnes/tonnes,0.6124999999999999,
Eastern,Cocoa (milk powder beverages),Balls,1.2,
Eastern,Cocoa (milk powder beverages),Blister / Strip,11.0,
Eastern,Cocoa (milk powder beverages),Gram,0.03,
Eastern,Cocoa (milk powder beverages),Heap,0.5,
Eastern,Cocoa (milk powder beverages),Kilogram,0.025,
Eastern,Cocoa (milk powder beverages),Other unit,0.5,
Eastern,Cocoa (milk powder beverages),Packet,1.5,
Eastern,Cocoa (milk powder beverages),Piece,0.5,
Eastern,Cocoa (milk powder beverages),Rolls,5.0,
Eastern,Cocoa (milk powder beverages),Satchet,1.0,
Eastern,Cocoa (milk powder beverages),Single,1.0,
Eastern,Cocoa (milk powder beverages),Tin,12.0,
Eastern,Cocoa Powder,Mini bag,10.0,
Eastern,Cocoa Powder,Packet,1.2,
Eastern,Cocoa Powder,Satchet,3.0,
Eastern,Cocoa Powder,Tin,12.5,
Eastern,Coconut (dried),Balls,1.2,
Eastern,Coconut (dried),Single,1.5,
Eastern,Coconut (fresh),Balls,1.0,
Eastern,Coconut (fresh),Fingers,0.2,
Eastern,Coconut (fresh),Heap,1.0,
Eastern,Coconut (fresh),Single,1.5,0.5
Eastern,Cocoyam,American Tin (Olonka),7.5,5.0
Eastern,Cocoyam,Balls,0.7142857142857143,
Eastern,Cocoyam,Basket,15.0,15.0
Eastern,Cocoyam,Bowl,10.0,10.0
Eastern,Cocoyam,Bucket,20.0,
Eastern,Cocoyam,Fanta bottle,1.0,
Eastern,Cocoyam,Heap,5.0,5.0
Eastern,Cocoyam,Kilogram,2.0,
Eastern,Cocoyam,Margarin tin,1.0,
Eastern,Cocoyam,Mini bag,60.0,
Eastern,Cocoyam,Piece,0.25,
Eastern,Cocoyam,Pound,1.1111111111111112,
Eastern,Cocoyam,Single,0.25,
Eastern,Cocoyam,Tubers,0.3333333333333333,
Eastern,Cocoyam Leaves,Bunch,1.0,
Eastern,Cocoyam Leaves,Bundle,1.0,
Eastern,Cocoyam Leaves,Heap,1.0,
Eastern,Cocoyam Leaves,Kilogram,5.0,
Eastern,Cocoyam Leaves,Pound,3.3333333333333335,
Eastern,Cocoyam Leaves,Satchet,1.0,
Eastern,Cocoyam Leaves,Single,1.5,
Eastern,Cocoyam Leaves,Tubers,1.0,
Eastern,Coffee,Rolls,4.0,
Eastern,Coffee,Satchet,0.7,
Eastern,Coffee,Single,25.0,
Eastern,Coffee,Tin,7.0,
Eastern,Condiments,Balls,0.3333333333333333,
Eastern,Condiments,Box/Carton,10.0,
Eastern,Condiments,Heap,0.2,
Eastern,Condiments,Maxi bag,0.4,
Eastern,Condiments,Millilitre,0.18333333333333335,
Eastern,Condiments,Other unit,0.16666666666666666,
Eastern,Condiments,Packet,0.875,
Eastern,Condiments,Piece,0.16666666666666666,
Eastern,Condiments,Satchet,0.5,
Eastern,Condiments,Single,0.2,
Eastern,Corflake,Box/Carton,40.0,
Eastern,Corflake,Packet,17.0,
Eastern,Corflake,Single,40.0,
Eastern,Cowpea,American Tin (Olonka),10.0,
Eastern,Cowpea,Bowl,10.0,
Eastern,Cowpea,Heap,2.0,
Eastern,Cowpea,Margarin tin,2.0,2.0
Eastern,Cowpea,Other unit,2.0,
Eastern,Cowpea,Satchet,1.5,
Eastern,Cowpea,Single,3.0,
Eastern,Cowpea,Tin,2.6,
Eastern,Crab,Bowl,3.5,
Eastern,Crab,Heap,4.5,
Eastern,Crab,Piece,0.625,
Eastern,Crab,Satchet,1.0,
Eastern,Crab,Single,0.4,
Eastern,Curry Power,Heap,0.5,
Eastern,Curry Power,Other unit,1.0,
Eastern,Curry Power,Packet,0.5,
Eastern,Curry Power,Piece,0.75,
Eastern,Curry Power,Satchet,0.5,
Eastern,Curry Power,Single,0.5,
Eastern,Dawadawa,Balls,0.8333333333333333,
Eastern,Dawadawa,Bundle,,1.0
Eastern,Dawadawa,Heap,5.0,
Eastern,Dawadawa,Piece,0.5,
Eastern,Dawadawa,Satchet,0.5,
Eastern,Dawadawa,Single,0.3,
Eastern,Eggplant,American Tin (Olonka),5.0,
Eastern,Eggplant,Balls,0.2,
Eastern,Eggplant,Basket,5.5,
Eastern,Eggplant,Beer bottle,1.0,
Eastern,Eggplant,Bowl,5.0,5.0
Eastern,Eggplant,Bucket,20.0,
Eastern,Eggplant,Bundle,1.0,
Eastern,Eggplant,Heap,1.0,2.0
Eastern,Eggplant,Kilogram,2.857142857142857,
Eastern,Eggplant,Margarin tin,2.0,
Eastern,Eggplant,Other unit,1.6666666666666667,
Eastern,Eggplant,Piece,0.16666666666666666,
Eastern,Eggplant,Pound,4.0,
Eastern,Eggplant,Satchet,1.0,
Eastern,Eggplant,Single,0.25,
Eastern,Eggplant Leaf,Bowl,,1.0
Eastern,Eggplant Leaf,Bundle,,0.5
Eastern,Eggplant Leaf,Heap,,1.0
Eastern,Eggs,Balls,0.7,
Eastern,Eggs,Crate,0.7000000000000001,0.6
Eastern,Eggs,Dozen,0.3333333333333333,
Eastern,Eggs,Millilitre,0.75,
Eastern,Eggs,Other unit,16.0,
Eastern,Eggs,Piece,0.7,
Eastern,Eggs,Single,0.6666666666666666,0.7
Eastern,Fish (canned),1000 kg /metric tonnes/tonnes,0.01411764705882353,
Eastern,Fish (canned),Heap,3.0,
Eastern,Fish (canned),Millilitre,2.7,
Eastern,Fish (canned),Other unit,2.75,
Eastern,Fish (canned),Packet,3.0,
Eastern,Fish (canned),Piece,2.45,
Eastern,Fish (canned),Satchet,3.0,
Eastern,Fish (canned),Single,3.0,
Eastern,Fish (canned),Tin,2.5,
Eastern,Fish (dried),American Tin (Olonka),10.0,
Eastern,Fish (dried),Bowl,2.5,
Eastern,Fish (dried),Fingers,1.5,
Eastern,Fish (dried),Heap,2.0,
Eastern,Fish (dried),Margarin tin,4.5,
Eastern,Fish (dried),Millilitre,1.0,
Eastern,Fish (dried),Piece,0.5,
Eastern,Fish (dried),Satchet,1.5,
Eastern,Fish (dried),Single,1.0,
Eastern,Fish (fried),American Tin (Olonka),10.0,
Eastern,Fish (fried),Bowl,20.0,
Eastern,Fish (fried),Heap,2.0,
Eastern,Fish (fried),Margarin tin,4.5,
Eastern,Fish (fried),Millilitre,0.8333333333333334,
Eastern,Fish (fried),Other unit,2.0,
Eastern,Fish (fried),Piece,1.0,
Eastern,Fish (fried),Pound,10.0,
Eastern,Fish (fried),Satchet,2.0,
Eastern,Fish (fried),Single,1.0,
Eastern,Fish (salted),Heap,1.0,
Eastern,Fish (salted),Piece,0.5,
Eastern,Fish (salted),Satchet,1.0,
Eastern,Fish (salted),Set,0.5,
Eastern,Fish (salted),Single,0.5,
Eastern,"Fish (smoked, river)",American Tin (Olonka),5.0,
Eastern,"Fish (smoked, river)",Basket,40.0,
Eastern,"Fish (smoked, river)",Bowl,8.0,
Eastern,"Fish (smoked, river)",Fingers,5.0,
Eastern,"Fish (smoked, river)",Heap,5.0,
Eastern,"Fish (smoked, river)",Kilogram,22.666666666666668,
Eastern,"Fish (smoked, river)",Margarin tin,5.0,
Eastern,"Fish (smoked, river)",Millilitre,5.0,
Eastern,"Fish (smoked, river)",Piece,2.0,
Eastern,"Fish (smoked, river)",Pound,20.714285714285715,
Eastern,"Fish (smoked, river)",Satchet,3.0,
Eastern,"Fish (smoked, river)",Single,2.5,
Eastern,"Fish (smoked, sea)",1000 kg /metric tonnes/tonnes,4.0,
Eastern,"Fish (smoked, sea)",American Tin (Olonka),5.0,
Eastern,"Fish (smoked, sea)",Bowl,20.0,
Eastern,"Fish (smoked, sea)",Heap,7.5,
Eastern,"Fish (smoked, sea)",Kilogram,17.5,
Eastern,"Fish (smoked, sea)",Millilitre,2.5,
Eastern,"Fish (smoked, sea)",Piece,5.0,
Eastern,"Fish (smoked, sea)",Pound,13.333333333333334,
Eastern,"Fish (smoked, sea)",Satchet,5.0,
Eastern,"Fish (smoked, sea)",Set,3.3666666666666667,
Eastern,"Fish (smoked, sea)",Single,4.0,
Eastern,Garlic,American Tin (Olonka),5.0,
Eastern,Garlic,Balls,0.8,
Eastern,Garlic,Bunch,1.0,
Eastern,Garlic,Bundle,6.25,
Eastern,Garlic,Heap,1.0,
Eastern,Garlic,Mini bag,12.0,
Eastern,Garlic,Other unit,0.5,
Eastern,Garlic,Piece,0.3333333333333333,
Eastern,Garlic,Satchet,1.0,
Eastern,Garlic,Single,0.6,
Eastern,Gin,Fanta bottle,3.25,
Eastern,Gin,Satchet,0.5,
Eastern,Gin,Tot (25mls),1.0,
Eastern,Ginger,American Tin (Olonka),5.0,
Eastern,Ginger,Balls,1.0,
Eastern,Ginger,Bowl,5.0,
Eastern,Ginger,Bundle,1.0,
Eastern,Ginger,Fingers,0.21666666666666667,
Eastern,Ginger,Heap,1.0,
Eastern,Ginger,Margarin tin,2.0,
Eastern,Ginger,Millilitre,0.25,
Eastern,Ginger,Other unit,0.5833333333333334,
Eastern,Ginger,Piece,0.2,
Eastern,Ginger,Pound,5.833333333333334,
Eastern,Ginger,Satchet,1.0,
Eastern,Ginger,Single,0.25,
Eastern,Goat,Bundle,4.0,
Eastern,Goat,Heap,10.0,50.0
Eastern,Goat,Kilogram,8.0,
Eastern,Goat,Other unit,8.0,
Eastern,Goat,Pound,10.0,8.0
Eastern,Goat,Single,200.0,135.0
Eastern,Grape,Piece,1.0,
Eastern,Groundnut,American Tin (Olonka),12.0,
Eastern,Groundnut,Balls,25.75,
Eastern,Groundnut,Bowl,5.0,6.0
Eastern,Groundnut,Bundle,3.0,
Eastern,Groundnut,Heap,1.0,5.0
Eastern,Groundnut,Margarin tin,5.0,4.0
Eastern,Groundnut,Mini bag,2.0,
Eastern,Groundnut,Other unit,1.0,
Eastern,Groundnut,Piece,1.0,
Eastern,Groundnut,Pound,7.333333333333334,
Eastern,Groundnut,Satchet,1.0,
Eastern,Groundnut,Single,1.0,
Eastern,Groundnut,Tin,5.0,
Eastern,Guinea corn/sorghum,American Tin (Olonka),6.0,
Eastern,Guinea corn/sorghum,Margarin tin,,1.0
Eastern,Guinea corn/sorghum,Single,,2.0
Eastern,Guineafowl,Single,37.5,45.0
Eastern,Herring (smoked),American Tin (Olonka),10.0,
Eastern,Herring (smoked),Bowl,10.0,
Eastern,Herring (smoked),Fingers,5.0,
Eastern,Herring (smoked),Heap,5.0,
Eastern,Herring (smoked),Kilogram,33.333333333333336,
Eastern,Herring (smoked),Margarin tin,4.5,
Eastern,Herring (smoked),Millilitre,2.0,
Eastern,Herring (smoked),Piece,0.8333333333333334,
Eastern,Herring (smoked),Pound,16.666666666666668,
Eastern,Herring (smoked),Satchet,2.0,
Eastern,Herring (smoked),Single,1.0,
Eastern,Herring (smoked),Tin,2.0,
Eastern,Honey,Beer bottle,27.0,
Eastern,Honey,Fanta bottle,10.0,
Eastern,Honey,Heap,0.35,
Eastern,Honey,Millilitre,0.02,
Eastern,Honey,Satchet,0.5,
Eastern,Ice Cream,Litres,6.666666666666667,
Eastern,Ice Cream,Packet,1.0,
Eastern,Ice Cream,Piece,1.0,
Eastern,Ice Cream,Satchet,1.0,
Eastern,Ice Cream,Single,1.0,
Eastern,Instant Noodle,Packet,1.2,
Eastern,Instant Noodle,Satchet,1.2,
Eastern,Instant Noodle,Single,1.2,
Eastern,Juice,Box/Carton,20.0,
Eastern,Juice,Fanta bottle,2.0,
Eastern,Juice,Litres,8.0,
Eastern,Juice,Other unit,7.504545454545455,
Eastern,Juice,Packet,1.1,
Eastern,Juice,Piece,1.0,
Eastern,Juice,Satchet,2.5,
Eastern,Juice,Single,1.5,
Eastern,Juice,Tin,4.5,
Eastern,Jute Leaf,Bowl,,2.0
Eastern,Jute Leaf,Bundle,,2.0
Eastern,Jute Leaf,Heap,,3.0
Eastern,Kapla,Box/Carton,90.0,
Eastern,Kapla,Heap,10.0,
Eastern,Kapla,Kilogram,10.0,
Eastern,Kapla,Margarin tin,5.0,
Eastern,Kapla,Other unit,10.0,
Eastern,Kapla,Piece,1.0,
Eastern,Kapla,Pound,7.0,
Eastern,Kapla,Satchet,1.3333333333333333,
Eastern,Kapla,Single,1.6666666666666667,
Eastern,Lime,Bowl,10.0,
Eastern,Lime,Other unit,2.0,
Eastern,Lime,Single,0.2,
Eastern,Macaroni,Packet,1.75,
Eastern,Macaroni,Satchet,2.5,
Eastern,Macaroni,Single,3.0,
Eastern,Mackerel (processed),1000 kg /metric tonnes/tonnes,0.01411764705882353,
Eastern,Mackerel (processed),Gram,0.01213235294117647,
Eastern,Mackerel (processed),Millilitre,5.0,
Eastern,Mackerel (processed),Piece,2.5,
Eastern,Mackerel (processed),Satchet,2.5,
Eastern,Mackerel (processed),Single,4.0,
