wave,basis,preferred,n_sample,n_positive_sample,n_positive_all,sample_prevalence,weighted_prevalence,expenditure_sample,expenditure_outside_sample,food_analysis
1991-92,purchased,Eggplant,4523,2538,2538,0.561131992040681,0.561131992040681,950235.0,0.0,True
1991-92,purchased,Fish (canned),4523,694,694,0.15343798363917754,0.15343798363917754,397974.0,0.0,True
1991-92,purchased,Fish (dried),4523,2389,2389,0.5281892549193014,0.5281892549193014,1125604.0,0.0,True
1991-92,purchased,Fish (fresh and frozen),4523,1411,1411,0.3119610877736016,0.3119610877736016,1589701.0,0.0,True
1991-92,purchased,Fish (fried),4523,2215,2215,0.4897192129117842,0.4897192129117842,1235946.0,0.0,True
1991-92,purchased,Fish (smoked),4523,4100,4100,0.9064780013265532,0.9064780013265532,9360192.0,0.0,True
1991-92,purchased,Gari,4523,2202,2202,0.4868450143709927,0.4868450143709927,972062.0,0.0,True
1991-92,purchased,Gin,4523,177,177,0.03913331859385364,0.03913331859385364,191715.0,0.0,True
1991-92,purchased,Goat,4523,350,350,0.07738226840592527,0.07738226840592527,194730.0,0.0,True
1991-92,purchased,Groundnut,4523,2302,2302,0.5089542339155427,0.5089542339155427,917829.0,0.0,True
1991-92,purchased,Guinea Corn/Sorghum,4523,196,196,0.04333407030731815,0.04333407030731815,418240.0,0.0,True
1991-92,purchased,Guinea Fowl,4523,112,112,0.024762325889896086,0.024762325889896086,115130.0,0.0,True
1991-92,purchased,Honey,4523,83,83,0.018350652221976564,0.018350652221976564,42310.0,0.0,True
1991-92,purchased,Ice Cream,4523,535,535,0.11828432456334291,0.11828432456334291,131210.0,0.0,True
1991-92,purchased,Jam,4523,9,9,0.001989829759009507,0.001989829759009507,3210.0,0.0,True
1991-92,purchased,Juice,4523,18,18,0.003979659518019014,0.003979659518019014,17410.0,0.0,True
1991-92,purchased,Kenkey/Banku,4523,2900,2900,0.6411673667919523,0.6411673667919523,1955873.0,0.0,True
1991-92,purchased,Koko,4523,1761,1761,0.38934335617952687,0.38934335617952687,657220.0,0.0,True
1991-92,purchased,Kola Nut,4523,707,707,0.15631218217996903,0.15631218217996903,302031.0,0.0,True
1991-92,purchased,Konkonte,4523,718,718,0.15874419632986955,0.15874419632986955,607860.0,0.0,True
1991-92,purchased,Maize,4523,1070,1070,0.23656864912668582,0.23656864912668582,2188470.0,0.0,True
1991-92,purchased,Maize (cob),4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Maize (flour/dough),4523,918,918,0.20296263541896972,0.20296263541896972,757233.0,0.0,True
1991-92,purchased,Mango,4523,297,297,0.06566438204731373,0.06566438204731373,62669.0,0.0,True
1991-92,purchased,Margarine,4523,335,335,0.07406588547424275,0.07406588547424275,113925.0,0.0,True
1991-92,purchased,Milk (fresh),4523,173,173,0.038248949812071636,0.038248949812071636,52210.0,0.0,True
1991-92,purchased,Milk (powder),4523,183,183,0.04045987176652664,0.04045987176652664,110750.0,0.0,True
1991-92,purchased,"Milk (tinned, condensed/unsweetened)",4523,1222,1222,0.27017466283440195,0.27017466283440195,1277691.0,0.0,True
1991-92,purchased,Millet,4523,200,200,0.044218439089100156,0.044218439089100156,399204.0,0.0,True
1991-92,purchased,Millet (flour),4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Mutton,4523,268,268,0.059252708379394205,0.059252708379394205,302760.0,0.0,True
1991-92,purchased,Oil (coconut),4523,858,858,0.18969710369223966,0.18969710369223966,347281.0,0.0,True
1991-92,purchased,Oil (groundnut),4523,521,521,0.11518903382710591,0.11518903382710591,298975.0,0.0,True
1991-92,purchased,Oil (palm kernel),4523,767,767,0.1695777139066991,0.1695777139066991,223400.0,0.0,True
1991-92,purchased,Oil (palm),4523,2602,2602,0.575281892549193,0.575281892549193,1526199.0,0.0,True
1991-92,purchased,Okra,4523,2013,2013,0.44505858943179305,0.44505858943179305,695898.0,0.0,True
1991-92,purchased,Onion,4523,3842,3842,0.849436214901614,0.849436214901614,1560556.0,0.0,True
1991-92,purchased,Orange,4523,1000,1000,0.22109219544550077,0.22109219544550077,222397.0,0.0,True
1991-92,purchased,Other Alcoholic Beverages,4523,48,48,0.010612425381384037,0.010612425381384037,64070.0,0.0,True
1991-92,purchased,Other Beverages,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Other Canned Vegetables,4523,22,22,0.004864028299801017,0.004864028299801017,11680.0,0.0,True
1991-92,purchased,Other Condiments & Spices,4523,1162,1162,0.2569091311076719,0.2569091311076719,288797.0,0.0,True
1991-92,purchased,Other Drinks,4523,81,81,0.017908467831085562,0.017908467831085562,43535.0,0.0,True
1991-92,purchased,Other Eggs,4523,64,64,0.01414990050851205,0.01414990050851205,28660.0,0.0,True
1991-92,purchased,Other Fish,4523,594,594,0.13132876409462746,0.13132876409462746,194955.0,0.0,True
1991-92,purchased,Other Flours,4523,787,787,0.1739995578156091,0.1739995578156091,260403.0,0.0,True
1991-92,purchased,Other Fruits,4523,284,284,0.06279018350652223,0.06279018350652223,64515.0,0.0,True
1991-92,purchased,Other Grains,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Other Meat,4523,891,891,0.1969931461419412,0.1969931461419412,675095.0,0.0,True
1991-92,purchased,Other Milk Products,4523,100,100,0.022109219544550078,0.022109219544550078,54950.0,0.0,True
1991-92,purchased,Other Miscellaneous Food Items,4523,324,324,0.07163387132434225,0.07163387132434225,114310.0,0.0,True
1991-92,purchased,Other Oil Seeds,4523,137,137,0.030289630776033607,0.030289630776033607,83565.0,0.0,True
1991-92,purchased,Other Oils,4523,683,683,0.15100596948927703,0.15100596948927703,508515.0,0.0,True
1991-92,purchased,Other Poultry,4523,75,75,0.016581914658412557,0.016581914658412557,64416.0,0.0,True
1991-92,purchased,Other Prepared Meals,4523,1807,1807,0.3995135971700199,0.3995135971700199,1451621.0,0.0,True
1991-92,purchased,Other Pulses,4523,249,249,0.05505195666592969,0.05505195666592969,64100.0,0.0,True
1991-92,purchased,Other Starchy Products,4523,166,166,0.03670130444395313,0.03670130444395313,78910.0,0.0,True
1991-92,purchased,Other Tobacco,4523,112,112,0.024762325889896086,0.024762325889896086,29270.0,0.0,False
1991-92,purchased,Other Tubers,4523,116,116,0.02564669467167809,0.02564669467167809,30510.0,0.0,True
1991-92,purchased,Other Vegetables,4523,468,468,0.10347114746849437,0.10347114746849437,201040.0,0.0,True
1991-92,purchased,Palm Nut,4523,1708,1708,0.3776254698209153,0.3776254698209153,832752.0,0.0,True
1991-92,purchased,Pawpaw,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Pepper,4523,1670,1670,0.3692239663939863,0.3692239663939863,569901.0,0.0,True
1991-92,purchased,Pepper (dried),4523,2051,2051,0.4534600928587221,0.4534600928587221,987172.0,0.0,True
1991-92,purchased,Pineapple,4523,343,343,0.07583462303780676,0.07583462303780676,89330.0,0.0,True
1991-92,purchased,Pito,4523,504,504,0.1114304665045324,0.1114304665045324,417210.0,0.0,True
1991-92,purchased,Plantain,4523,1932,1932,0.4271501216007075,0.4271501216007075,2131785.0,0.0,True
1991-92,purchased,Pork,4523,362,362,0.08003537475127127,0.08003537475127127,217250.0,0.0,True
1991-92,purchased,Rice,4523,2720,2720,0.6013707716117621,0.6013707716117621,3902092.0,0.0,True
1991-92,purchased,Salt,4523,3717,3717,0.8217996904709264,0.8217996904709264,706490.0,0.0,True
1991-92,purchased,Shea Butter,4523,1457,1457,0.3221313287640946,0.3221313287640946,297165.0,0.0,True
1991-92,purchased,Small Bean,4523,1156,1156,0.2555825779349989,0.2555825779349989,610753.0,0.0,True
1991-92,purchased,Snail,4523,267,267,0.059031616183948706,0.059031616183948706,143420.0,0.0,True
1991-92,purchased,Soft Drinks,4523,656,656,0.14503648021224852,0.14503648021224852,560743.0,0.0,True
1991-92,purchased,Soup,4523,1233,1233,0.27260667698430247,0.27260667698430247,1262176.0,0.0,True
1991-92,purchased,Spinach,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Sugar,4523,3433,3433,0.7590095069644042,0.7590095069644042,1504043.0,0.0,True
1991-92,purchased,Sweet Potato,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Tea,4523,736,736,0.16272385584788857,0.16272385584788857,259857.0,0.0,True
1991-92,purchased,Tobacco,4523,270,270,0.05969489277028521,0.05969489277028521,106735.0,0.0,False
1991-92,purchased,Tomato (fresh),4523,3647,3647,0.8063232367897413,0.8063232367897413,2759089.0,0.0,True
1991-92,purchased,Tomato (paste),4523,456,456,0.10081804112314835,0.10081804112314835,135130.0,0.0,True
1991-92,purchased,Watermelon,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Wine,4523,385,385,0.0851204952465178,0.0851204952465178,170525.0,0.0,True
1991-92,purchased,Yam,4523,1953,1953,0.431793057705063,0.431793057705063,2911020.0,0.0,True
1991-92,total,Akpeteshie,4523,1384,1384,0.3059915984965731,0.3059915984965731,1485375.0,0.0,True
1991-92,total,Animals Fat,4523,164,164,0.03625912005306213,0.03625912005306213,78140.0,0.0,True
1991-92,total,Avocado,4523,201,201,0.044439531284545655,0.044439531284545655,36810.0,0.0,True
1991-92,total,Baby Milk,4523,47,47,0.010391333185938536,0.010391333185938536,49245.0,0.0,True
1991-92,total,Bambara Bean,4523,127,127,0.028078708821578598,0.028078708821578598,100700.0,0.0,True
1991-92,total,Banana,4523,846,846,0.18704399734689364,0.18704399734689364,180469.0,0.0,True
1991-92,total,Banku,4523,1495,1495,0.33053283219102364,0.33053283219102364,984711.0,0.0,True
1991-92,total,Beef,4523,2112,2112,0.4669467167808976,0.4669467167808976,3767081.0,0.0,True
1991-92,total,Beef (corned),4523,78,78,0.01724519124474906,0.01724519124474906,66790.0,0.0,True
1991-92,total,Beer,4523,445,445,0.09838602697324784,0.09838602697324784,918710.0,0.0,True
1991-92,total,Biscuit,4523,589,589,0.13022330311739996,0.13022330311739996,194525.0,0.0,True
1991-92,total,Bread,4523,3352,3352,0.7411010391333186,0.7411010391333186,2905962.0,0.0,True
1991-92,total,Broad Bean,4523,152,152,0.03360601370771612,0.03360601370771612,23860.0,0.0,True
1991-92,total,Cabbage,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Canned Fruits,4523,5,5,0.001105460977227504,0.001105460977227504,3180.0,0.0,True
1991-92,total,Carrot,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Cassava,4523,1908,1908,0.4218439089100155,0.4218439089100155,2671242.0,0.0,True
1991-92,total,Cassava (dough),4523,783,783,0.1731151890338271,0.1731151890338271,503976.0,0.0,True
1991-92,total,Chicken,4523,428,428,0.09462745965067433,0.09462745965067433,696078.0,0.0,True
1991-92,total,Chocolate,4523,1299,1299,0.2871987618837055,0.2871987618837055,810629.0,0.0,True
1991-92,total,Cigarette,4523,593,593,0.13110767189918196,0.13110767189918196,816110.0,0.0,False
1991-92,total,Coconut (fresh),4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Cocoyam,4523,872,872,0.19279239442847668,0.19279239442847668,608940.0,0.0,True
1991-92,total,Cocoyam Leaves,4523,1046,1046,0.2312624364359938,0.2312624364359938,246000.0,0.0,True
1991-92,total,Coffee,4523,214,214,0.047313729825337165,0.047313729825337165,51252.0,0.0,True
1991-92,total,Confectionary (not frozen),4523,222,222,0.04908246738890117,0.04908246738890117,41960.0,0.0,True
1991-92,total,Cooked Rice and Stew,4523,2653,2653,0.5865575945169136,0.5865575945169136,1975411.0,0.0,True
1991-92,total,Cowpea,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Crustacean,4523,368,368,0.08136192792394428,0.08136192792394428,158666.0,0.0,True
1991-92,total,Dawadawa,4523,495,495,0.10944063674552289,0.10944063674552289,177473.0,0.0,True
1991-92,total,Duck,4523,27,27,0.0059694892770285205,0.0059694892770285205,31650.0,0.0,True
1991-92,total,Egg,4523,1404,1404,0.3104134424054831,0.3104134424054831,811339.0,0.0,True
1991-92,total,Eggplant,4523,2538,2538,0.561131992040681,0.561131992040681,950235.0,0.0,True
1991-92,total,Fish (canned),4523,694,694,0.15343798363917754,0.15343798363917754,397974.0,0.0,True
1991-92,total,Fish (dried),4523,2389,2389,0.5281892549193014,0.5281892549193014,1125604.0,0.0,True
1991-92,total,Fish (fresh and frozen),4523,1411,1411,0.3119610877736016,0.3119610877736016,1589701.0,0.0,True
1991-92,total,Fish (fried),4523,2215,2215,0.4897192129117842,0.4897192129117842,1235946.0,0.0,True
1991-92,total,Fish (smoked),4523,4100,4100,0.9064780013265532,0.9064780013265532,9360192.0,0.0,True
1991-92,total,Gari,4523,2202,2202,0.4868450143709927,0.4868450143709927,972062.0,0.0,True
1991-92,total,Gin,4523,177,177,0.03913331859385364,0.03913331859385364,191715.0,0.0,True
1991-92,total,Goat,4523,350,350,0.07738226840592527,0.07738226840592527,194730.0,0.0,True
1991-92,total,Groundnut,4523,2302,2302,0.5089542339155427,0.5089542339155427,917829.0,0.0,True
1991-92,total,Guinea Corn/Sorghum,4523,196,196,0.04333407030731815,0.04333407030731815,418240.0,0.0,True
1991-92,total,Guinea Fowl,4523,112,112,0.024762325889896086,0.024762325889896086,115130.0,0.0,True
1991-92,total,Honey,4523,83,83,0.018350652221976564,0.018350652221976564,42310.0,0.0,True
1991-92,total,Ice Cream,4523,535,535,0.11828432456334291,0.11828432456334291,131210.0,0.0,True
1991-92,total,Jam,4523,9,9,0.001989829759009507,0.001989829759009507,3210.0,0.0,True
1991-92,total,Juice,4523,18,18,0.003979659518019014,0.003979659518019014,17410.0,0.0,True
1991-92,total,Kenkey/Banku,4523,2900,2900,0.6411673667919523,0.6411673667919523,1955873.0,0.0,True
1991-92,total,Koko,4523,1761,1761,0.38934335617952687,0.38934335617952687,657220.0,0.0,True
1991-92,total,Kola Nut,4523,707,707,0.15631218217996903,0.15631218217996903,302031.0,0.0,True
1991-92,total,Konkonte,4523,718,718,0.15874419632986955,0.15874419632986955,607860.0,0.0,True
1991-92,total,Maize,4523,1070,1070,0.23656864912668582,0.23656864912668582,2188470.0,0.0,True
1991-92,total,Maize (cob),4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Maize (flour/dough),4523,918,918,0.20296263541896972,0.20296263541896972,757233.0,0.0,True
1991-92,total,Mango,4523,297,297,0.06566438204731373,0.06566438204731373,62669.0,0.0,True
1991-92,total,Margarine,4523,335,335,0.07406588547424275,0.07406588547424275,113925.0,0.0,True
1991-92,total,Milk (fresh),4523,173,173,0.038248949812071636,0.038248949812071636,52210.0,0.0,True
1991-92,total,Milk (powder),4523,183,183,0.04045987176652664,0.04045987176652664,110750.0,0.0,True
1991-92,total,"Milk (tinned, condensed/unsweetened)",4523,1222,1222,0.27017466283440195,0.27017466283440195,1277691.0,0.0,True
1991-92,total,Millet,4523,200,200,0.044218439089100156,0.044218439089100156,399204.0,0.0,True
1991-92,total,Millet (flour),4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Mutton,4523,268,268,0.059252708379394205,0.059252708379394205,302760.0,0.0,True
1991-92,total,Oil (coconut),4523,858,858,0.18969710369223966,0.18969710369223966,347281.0,0.0,True
1991-92,total,Oil (groundnut),4523,521,521,0.11518903382710591,0.11518903382710591,298975.0,0.0,True
1991-92,total,Oil (palm kernel),4523,767,767,0.1695777139066991,0.1695777139066991,223400.0,0.0,True
1991-92,total,Oil (palm),4523,2602,2602,0.575281892549193,0.575281892549193,1526199.0,0.0,True
1991-92,total,Okra,4523,2013,2013,0.44505858943179305,0.44505858943179305,695898.0,0.0,True
1991-92,total,Onion,4523,3842,3842,0.849436214901614,0.849436214901614,1560556.0,0.0,True
1991-92,total,Orange,4523,1000,1000,0.22109219544550077,0.22109219544550077,222397.0,0.0,True
1991-92,total,Other Alcoholic Beverages,4523,48,48,0.010612425381384037,0.010612425381384037,64070.0,0.0,True
1991-92,total,Other Beverages,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Other Canned Vegetables,4523,22,22,0.004864028299801017,0.004864028299801017,11680.0,0.0,True
1991-92,total,Other Condiments & Spices,4523,1162,1162,0.2569091311076719,0.2569091311076719,288797.0,0.0,True
1991-92,total,Other Drinks,4523,81,81,0.017908467831085562,0.017908467831085562,43535.0,0.0,True
1991-92,total,Other Eggs,4523,64,64,0.01414990050851205,0.01414990050851205,28660.0,0.0,True
1991-92,total,Other Fish,4523,594,594,0.13132876409462746,0.13132876409462746,194955.0,0.0,True
1991-92,total,Other Flours,4523,787,787,0.1739995578156091,0.1739995578156091,260403.0,0.0,True
1991-92,total,Other Fruits,4523,284,284,0.06279018350652223,0.06279018350652223,64515.0,0.0,True
1991-92,total,Other Grains,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Other Meat,4523,891,891,0.1969931461419412,0.1969931461419412,675095.0,0.0,True
1991-92,total,Other Milk Products,4523,100,100,0.022109219544550078,0.022109219544550078,54950.0,0.0,True
1991-92,total,Other Miscellaneous Food Items,4523,324,324,0.07163387132434225,0.07163387132434225,114310.0,0.0,True
1991-92,total,Other Oil Seeds,4523,137,137,0.030289630776033607,0.030289630776033607,83565.0,0.0,True
1991-92,total,Other Oils,4523,683,683,0.15100596948927703,0.15100596948927703,508515.0,0.0,True
1991-92,total,Other Poultry,4523,75,75,0.016581914658412557,0.016581914658412557,64416.0,0.0,True
1991-92,total,Other Prepared Meals,4523,1807,1807,0.3995135971700199,0.3995135971700199,1451621.0,0.0,True
1991-92,total,Other Pulses,4523,249,249,0.05505195666592969,0.05505195666592969,64100.0,0.0,True
1991-92,total,Other Starchy Products,4523,166,166,0.03670130444395313,0.03670130444395313,78910.0,0.0,True
1991-92,total,Other Tobacco,4523,112,112,0.024762325889896086,0.024762325889896086,29270.0,0.0,False
1991-92,total,Other Tubers,4523,116,116,0.02564669467167809,0.02564669467167809,30510.0,0.0,True
1991-92,total,Other Vegetables,4523,468,468,0.10347114746849437,0.10347114746849437,201040.0,0.0,True
1991-92,total,Palm Nut,4523,1708,1708,0.3776254698209153,0.3776254698209153,832752.0,0.0,True
1991-92,total,Pawpaw,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Pepper,4523,1670,1670,0.3692239663939863,0.3692239663939863,569901.0,0.0,True
1991-92,total,Pepper (dried),4523,2051,2051,0.4534600928587221,0.4534600928587221,987172.0,0.0,True
1991-92,total,Pineapple,4523,343,343,0.07583462303780676,0.07583462303780676,89330.0,0.0,True
1991-92,total,Pito,4523,504,504,0.1114304665045324,0.1114304665045324,417210.0,0.0,True
1991-92,total,Plantain,4523,1932,1932,0.4271501216007075,0.4271501216007075,2131785.0,0.0,True
1991-92,total,Pork,4523,362,362,0.08003537475127127,0.08003537475127127,217250.0,0.0,True
1991-92,total,Rice,4523,2720,2720,0.6013707716117621,0.6013707716117621,3902092.0,0.0,True
1991-92,total,Salt,4523,3717,3717,0.8217996904709264,0.8217996904709264,706490.0,0.0,True
1991-92,total,Shea Butter,4523,1457,1457,0.3221313287640946,0.3221313287640946,297165.0,0.0,True
1991-92,total,Small Bean,4523,1156,1156,0.2555825779349989,0.2555825779349989,610753.0,0.0,True
1991-92,total,Snail,4523,267,267,0.059031616183948706,0.059031616183948706,143420.0,0.0,True
1991-92,total,Soft Drinks,4523,656,656,0.14503648021224852,0.14503648021224852,560743.0,0.0,True
1991-92,total,Soup,4523,1233,1233,0.27260667698430247,0.27260667698430247,1262176.0,0.0,True
1991-92,total,Spinach,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Sugar,4523,3433,3433,0.7590095069644042,0.7590095069644042,1504043.0,0.0,True
1991-92,total,Sweet Potato,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Tea,4523,736,736,0.16272385584788857,0.16272385584788857,259857.0,0.0,True
1991-92,total,Tobacco,4523,270,270,0.05969489277028521,0.05969489277028521,106735.0,0.0,False
1991-92,total,Tomato (fresh),4523,3647,3647,0.8063232367897413,0.8063232367897413,2759089.0,0.0,True
1991-92,total,Tomato (paste),4523,456,456,0.10081804112314835,0.10081804112314835,135130.0,0.0,True
1991-92,total,Watermelon,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,total,Wine,4523,385,385,0.0851204952465178,0.0851204952465178,170525.0,0.0,True
1991-92,total,Yam,4523,1953,1953,0.431793057705063,0.431793057705063,2911020.0,0.0,True
1998-99,purchased,Akpeteshie,5998,690,690,0.1150383461153718,0.12426727075323507,4744580.0,0.0,True
1998-99,purchased,Animals Fat,5998,104,104,0.017339113037679228,0.016049442895153886,270204.0,0.0,True
1998-99,purchased,Avocado,5998,636,636,0.10603534511503834,0.1054690348898136,1298242.0,0.0,True
1998-99,purchased,Baby Milk,5998,81,81,0.013504501500500166,0.01151152478079894,610555.0,0.0,True
1998-99,purchased,Bambara Bean,5998,78,78,0.01300433477825942,0.01587112094835322,347200.0,0.0,True
1998-99,purchased,Banana,5998,1208,1208,0.20140046682227408,0.2173483928696815,2462370.0,0.0,True
1998-99,purchased,Banku,5998,805,805,0.1342114038012671,0.13184795314682723,4311521.0,0.0,True
1998-99,purchased,Beef,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Beer,5998,1926,1926,0.3211070356785595,0.35003537479703223,14085271.0,0.0,True
1998-99,purchased,Biscuit,5998,1907,1907,0.3179393131043681,0.3275440407532622,9469609.0,0.0,True
1998-99,purchased,Bread,5998,5142,5142,0.8572857619206402,0.8553643825449845,42687880.0,0.0,True
1998-99,purchased,Broad Bean,5998,282,282,0.04701567189063021,0.050634331915501846,368290.0,0.0,True
1998-99,purchased,Cabbage,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Canned Fruits,5998,62,62,0.010336778926308769,0.010172088279171486,130550.0,0.0,True
1998-99,purchased,Carrot,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Cassava,5998,2812,2812,0.4688229409803268,0.48067605673192537,35590433.0,0.0,True
1998-99,purchased,Cassava (dough),5998,1367,1367,0.2279093031010337,0.2397030233108733,7405536.0,0.0,True
1998-99,purchased,Chicken,5998,1089,1089,0.18156052017339114,0.20623616734325384,13880590.0,0.0,True
1998-99,purchased,Chocolate,5998,195,195,0.03251083694564855,0.03236409842055938,346910.0,0.0,True
1998-99,purchased,Cigarette,5998,114,114,0.019006335445148383,0.021435747806192215,643766.0,0.0,False
1998-99,purchased,Coconut (fresh),5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Cocoyam,5998,1002,1002,0.16705568522840947,0.16303541810915714,4704720.0,0.0,True
1998-99,purchased,Coffee,5998,2573,2573,0.4289763254418139,0.44458842835766993,4852015.0,0.0,True
1998-99,purchased,Confectionary (not frozen),5998,166,166,0.027675891963987995,0.02978202555458833,563450.0,0.0,True
1998-99,purchased,Cooked Rice and Stew,5998,227,227,0.03784594864954985,0.034000941688171415,782459.0,0.0,True
1998-99,purchased,Cowpea,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Crustacean,5998,5070,5070,0.8452817605868623,0.838755077304935,112103965.0,0.0,True
1998-99,purchased,Dawadawa,5998,755,755,0.12587529176392132,0.13979941233609516,1816790.0,0.0,True
1998-99,purchased,Duck,5998,53,53,0.008836278759586529,0.01032818931687162,470247.0,0.0,True
1998-99,purchased,Egg,5998,2766,2766,0.46115371790596865,0.47723710135035363,21787493.0,0.0,True
1998-99,purchased,Eggplant,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Fish (canned),5998,4129,4129,0.6883961320440146,0.6784154977701271,29438315.0,0.0,True
1998-99,purchased,Fish (dried),5998,2964,2964,0.49416472157385793,0.49176489439974325,26916731.0,0.0,True
1998-99,purchased,Fish (fresh and frozen),5998,614,614,0.1023674558186062,0.10465703598348688,1991798.0,0.0,True
1998-99,purchased,Fish (fried),5998,3706,3706,0.6178726242080693,0.6037450028068816,20534211.0,0.0,True
1998-99,purchased,Fish (smoked),5998,176,176,0.029343114371457153,0.022692009626415988,2507404.0,0.0,True
1998-99,purchased,Gari,5998,3654,3654,0.6092030676892297,0.613072742633886,14080473.0,0.0,True
1998-99,purchased,Gin,5998,1687,1687,0.2812604201400467,0.280057548952804,15452380.0,0.0,True
1998-99,purchased,Goat,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Groundnut,5998,3952,3952,0.6588862954318107,0.6510775696007498,15145293.0,0.0,True
1998-99,purchased,Guinea Corn/Sorghum,5998,175,175,0.029176392130710237,0.03337721043215477,1625070.0,0.0,True
1998-99,purchased,Guinea Fowl,5998,99,99,0.016505501833944648,0.01661668514676505,581646.0,0.0,True
1998-99,purchased,Honey,5998,26,26,0.004334778259419807,0.004076245606512565,101511.0,0.0,True
1998-99,purchased,Ice Cream,5998,335,335,0.05585195065021674,0.05993876312432532,465290.0,0.0,True
1998-99,purchased,Jam,5998,3097,3097,0.5163387795931977,0.5128493478840911,22321430.0,0.0,True
1998-99,purchased,Juice,5998,171,171,0.028509503167722574,0.03142526684286034,733900.0,0.0,True
1998-99,purchased,Kenkey/Banku,5998,2710,2710,0.4518172724241414,0.4443295638088377,19209390.0,0.0,True
1998-99,purchased,Koko,5998,4628,4628,0.7715905301767255,0.7607691552815228,26171119.0,0.0,True
1998-99,purchased,Kola Nut,5998,680,680,0.11337112370790263,0.12092838466604475,2701300.0,0.0,True
1998-99,purchased,Konkonte,5998,901,901,0.150216738912971,0.1589310387209081,6067890.0,0.0,True
1998-99,purchased,Maize,5998,1868,1868,0.3114371457152384,0.33125647297527233,23903763.0,0.0,True
1998-99,purchased,Maize (cob),5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Maize (flour/dough),5998,1589,1589,0.26492164054684897,0.27280942229312666,9949442.0,0.0,True
1998-99,purchased,Mango,5998,527,527,0.08786262087362454,0.0834618099286008,741240.0,0.0,True
1998-99,purchased,Margarine,5998,482,482,0.08036012004001333,0.0843459874421088,900140.0,0.0,True
1998-99,purchased,Milk (fresh),5998,178,178,0.029676558852950983,0.03190492780447264,430510.0,0.0,True
1998-99,purchased,Milk (powder),5998,913,913,0.152217405801934,0.15228582189374446,2413692.0,0.0,True
1998-99,purchased,"Milk (tinned, condensed/unsweetened)",5998,1856,1856,0.30943647882627545,0.3238678726209924,14625740.0,0.0,True
1998-99,purchased,Millet,5998,210,210,0.03501167055685228,0.04407297472008622,2389150.0,0.0,True
1998-99,purchased,Millet (flour),5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Mutton,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Oil (coconut),5998,1460,1460,0.24341447149049683,0.23666283306338295,4375240.0,0.0,True
1998-99,purchased,Oil (groundnut),5998,575,575,0.09586528842947649,0.10880755480099182,2105550.0,0.0,True
1998-99,purchased,Oil (palm kernel),5998,1098,1098,0.18306102034011337,0.17171263728758274,2674010.0,0.0,True
1998-99,purchased,Oil (palm),5998,4112,4112,0.6855618539513171,0.676776198017323,19513726.0,0.0,True
1998-99,purchased,Okra,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Onion,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Orange,5998,1916,1916,0.3194398132710904,0.33890634517412616,4033259.0,0.0,True
1998-99,purchased,Other Alcoholic Beverages,5998,288,288,0.0480160053351117,0.05101568207193243,2256393.0,0.0,True
1998-99,purchased,Other Beverages,5998,0,0,0.0,0.0,0.0,0.0,True
1998-99,purchased,Other Condiments & Spices,5998,5075,5075,0.8461153717905968,0.8489862325690357,7749123.0,0.0,True
1998-99,purchased,Other Drinks,5998,834,834,0.13904634878292765,0.1445918700620521,2440683.0,0.0,True
1998-99,purchased,Other Eggs,5998,117,117,0.01950650216738913,0.021397222728159738,313870.0,0.0,True
