t,j,u,geo_level,geo,lp_unit_value,n_unit_value,lp_own_consumption_valuation,n_own_consumption_valuation,lp_crop_sale_price,n_crop_sale_price,gap_1_3,gap_1_4,gap_3_4,position
2013-14,Sorghum,Kg,Region,Northern,6.855075021153224,26,6.855075021153224,12,6.396929655216146,35,0.0,0.458145365937078,0.458145365937078,1.0
2013-14,Sweet Bananas,Bunch (Small),Region,Central,7.712474235199187,10,7.600902459542082,49,8.006367567650246,33,0.11157177565710441,-0.2938933324510593,-0.4054651081081637,1.379633572244052
2019-20,Beans,Kg,Region,Central,8.070906088787819,230,7.824046010856292,155,7.313220387090301,108,0.24686007793152687,0.7576857016975174,0.5108256237659905,0.6741919804234631
2019-20,Beans,Kg,Region,Eastern,8.006367567650246,191,7.600902459542082,82,7.313220387090301,141,0.4054651081081637,0.6931471805599445,0.2876820724517808,0.4150374992788441
2019-20,Beans,Kg,Region,Western,7.824046010856292,97,7.600902459542082,114,7.3777589082278725,78,0.2231435513142097,0.4462871026284194,0.2231435513142097,0.5
2019-20,Cassava,Kg,Region,Central,7.090076835776092,39,7.170119543449628,23,6.396929655216146,5,-0.08004270767353638,0.6931471805599454,0.7731898882334818,1.1154772174199359
2019-20,Cassava,Kg,Region,Eastern,6.907755278982137,106,6.907755278982137,107,6.040254711277414,11,0.0,0.867500567704723,0.867500567704723,1.0
2019-20,Cassava,Plastic Basin (15 lts),Region,Northern,9.392661928770137,43,9.210340371976184,72,9.210340371976184,36,0.18232155679395312,0.18232155679395312,0.0,0.0
2019-20,Ground Nuts,Kg,Region,Western,8.517193191416238,124,8.385210418499005,20,7.750954755767252,6,0.13198277291723315,0.7662384356489866,0.6342556627317535,0.827752346036457
2019-20,Irish Potatoes,Plastic Basin (15 lts),Region,Western,9.09876859631908,12,9.210340371976184,23,9.210340371976184,23,-0.11157177565710441,-0.11157177565710441,0.0,-0.0
2019-20,Maize,Kg,Region,Central,7.696212639346407,371,7.600902459542082,73,6.396929655216146,73,0.09531017980432477,1.2992829841302607,1.203972804325936,0.9266440175323889
2019-20,Maize,Kg,Region,Eastern,7.600902459542082,259,7.313220387090301,132,6.551080335043404,97,0.2876820724517808,1.0498221244986778,0.762140052046897,0.725970651848133
2019-20,Maize,Kg,Region,Northern,7.600902459542082,111,7.600902459542082,32,6.551080335043404,78,0.0,1.0498221244986778,1.0498221244986778,1.0
2019-20,Maize,Kg,Region,Western,7.600902459542082,324,7.600902459542082,36,6.309918278226516,57,0.0,1.290984181315566,1.290984181315566,1.0
2019-20,Matoke,Bunch (Big),Region,Central,9.903487552536127,47,9.392661928770137,30,9.210340371976184,93,0.5108256237659905,0.6931471805599436,0.18232155679395312,0.2630344058337923
2019-20,Matoke,Bunch (Big),Region,Western,9.210340371976184,22,9.210340371976184,50,9.210340371976184,72,0.0,0.0,0.0,
2019-20,Matoke,Bunch (Medium),Region,Central,9.210340371976184,67,8.987196820661973,164,8.987196820661973,172,0.2231435513142106,0.2231435513142106,0.0,0.0
2019-20,Matoke,Bunch (Medium),Region,Eastern,9.210340371976184,11,8.85366542803745,71,9.047821442478408,105,0.35667494393873334,0.16251892949777513,-0.1941560144409582,-1.1946670768811345
2019-20,Matoke,Bunch (Medium),Region,Western,8.85366542803745,84,8.699514748210191,270,8.927683467451153,546,0.15415067982725894,-0.07401803941370311,-0.22816871924096205,3.082609605013676
2019-20,Matoke,Bunch (Small),Region,Central,8.699514748210191,29,8.294049640102028,93,8.294049640102028,28,0.4054651081081637,0.4054651081081637,0.0,0.0
2019-20,Matoke,Bunch (Small),Region,Eastern,8.517193191416238,17,8.517193191416238,53,8.482696755672762,32,0.0,0.03449643574347583,0.03449643574347583,1.0
2019-20,Matoke,Bunch (Small),Region,Western,8.517193191416238,21,8.294049640102028,96,8.517193191416238,27,0.2231435513142106,0.0,-0.2231435513142106,
2019-20,Millet,Kg,Region,Eastern,7.600902459542082,25,7.345489647659087,26,6.907755278982137,24,0.25541281188299525,0.6931471805599454,0.43773436867695015,0.6315172029168971
