pair,u,j,n_cells,median_gap,ratio,in_30_50
unit_value_vs_community_price,Gram,Other fruit,1,1.0200499661650069,2.7733333333333317,False
unit_value_vs_community_price,Gram,Other pulse or nut,1,1.0296194171811588,2.8000000000000016,False
unit_value_vs_community_price,Gram,Other seed,1,0.05448818528406951,1.0559999999999998,False
unit_value_vs_community_price,Gram,Sweet potato,1,-0.27980789396771133,0.7559289460184545,False
unit_value_vs_community_price,Jog,Barley,2,0.0254936460850248,1.0258213882678564,False
unit_value_vs_community_price,Jog,Chick Pea,2,0.44201073565268456,1.5558324432211956,False
unit_value_vs_community_price,Jog,Field Pea,2,-0.48475769822371095,0.6158463993640148,False
unit_value_vs_community_price,Jog,Haricot Beans,2,0.2549125617162036,1.290348790056394,False
unit_value_vs_community_price,Jog,Horsebeans,2,0.5037609089138744,1.6549336359710285,False
unit_value_vs_community_price,Jog,Maize,2,0.18007226779403007,1.1973038865060068,False
unit_value_vs_community_price,Jog,Teff,2,0.1663529846345151,1.1809898994453742,False
unit_value_vs_community_price,Jog,Wheat,2,0.2980164146782742,1.347183901288377,True
unit_value_vs_community_price,Jog,Lentils,1,-0.11778303565638337,0.888888888888889,False
unit_value_vs_community_price,Jog,Milk,1,-0.7985076962177717,0.44999999999999996,False
unit_value_vs_community_price,Jog,Sorghum,1,0.40198077345011773,1.4947825928876748,True
unit_value_vs_community_price,Kerchat/Kemba Medium,Potato,2,2.0304701136930228,7.61766668655171,False
unit_value_vs_community_price,Kerchat/Kemba Small,Potato,1,0.1823215567939549,1.2000000000000004,False
unit_value_vs_community_price,Kg,Onion,1034,0.0,1.0,False
unit_value_vs_community_price,Kg,Sugar,748,0.0,1.0,False
unit_value_vs_community_price,Kg,Potato,519,0.0,1.0,False
unit_value_vs_community_price,Kg,Tomato,475,0.0,1.0,False
unit_value_vs_community_price,Kg,Teff,448,0.0,1.0,False
unit_value_vs_community_price,Kg,Salt,408,0.07303410570029034,1.07576722608364,False
unit_value_vs_community_price,Kg,Berbere,286,0.08219192805364406,1.0856641592438554,False
unit_value_vs_community_price,Kg,Wheat,267,0.08701137698962969,1.0909090909090908,False
unit_value_vs_community_price,Kg,Banana,252,0.0,1.0,False
unit_value_vs_community_price,Kg,Lentils,250,0.0,1.0,False
unit_value_vs_community_price,Kg,Maize,248,0.0,1.0,False
unit_value_vs_community_price,Kg,Coffee,187,0.0,1.0,False
unit_value_vs_community_price,Kg,Horsebeans,156,0.104176240586759,1.1097960287843454,False
unit_value_vs_community_price,Kg,Sorghum,125,0.0,1.0,False
unit_value_vs_community_price,Kg,Chick Pea,111,0.19415601444095776,1.2142857142857146,False
unit_value_vs_community_price,Kg,Field Pea,97,0.10536051565782634,1.1111111111111112,False
unit_value_vs_community_price,Kg,Kariya,58,0.0,1.0,False
unit_value_vs_community_price,Kg,Orange,33,-0.11778303565638337,0.888888888888889,False
unit_value_vs_community_price,Kg,Barley,31,0.10536051565782634,1.1111111111111112,False
unit_value_vs_community_price,Kg,Haricot Beans,26,0.0,1.0,False
unit_value_vs_community_price,Kg,Butter/ghee,14,-0.05615598412116096,0.9453916583016412,False
unit_value_vs_community_price,Kg,Millet,13,0.009195145889174139,1.0092375511175677,False
unit_value_vs_community_price,Kg,Linseed,8,0.04739949144118283,1.0485408084994203,False
unit_value_vs_community_price,Kg,Ground nuts,7,-0.03922071315328157,0.9615384615384612,False
unit_value_vs_community_price,Kg,Chat/Kat,6,-0.693147180559945,0.5000000000000002,False
unit_value_vs_community_price,Kg,Kocho,6,0.0,1.0,False
unit_value_vs_community_price,Kg,Mango,6,-0.20273255405408208,0.8164965809277261,False
unit_value_vs_community_price,Kg,Other vegetable,6,1.4774551395168676,4.381780460041328,False
unit_value_vs_community_price,Kg,Cheese,5,0.10536051565782678,1.1111111111111116,False
unit_value_vs_community_price,Kg,Leafy Greens,5,0.1823215567939549,1.2000000000000004,False
unit_value_vs_community_price,Kg,Niger Seed,5,-0.23101772979827961,0.793725393319377,False
unit_value_vs_community_price,Kg,Oils,5,-0.02857920691997462,0.9718253158075497,False
unit_value_vs_community_price,Kg,Other fruit,5,0.0019569496605682524,1.0019588657362393,False
unit_value_vs_community_price,Kg,Tea,5,-0.7451476286308392,0.4746642207381755,False
unit_value_vs_community_price,Kg,Bula,4,-0.20273255405408186,0.8164965809277263,False
unit_value_vs_community_price,Kg,Eggs,4,1.3407139719214016,3.821771168817466,False
unit_value_vs_community_price,Kg,Sweet potato,4,0.45814536593707766,1.58113883008419,False
unit_value_vs_community_price,Kg,Milk,3,0.24116205681688774,1.2727272727272723,False
unit_value_vs_community_price,Kg,Other cereal,3,0.1451820098444978,1.1562499999999998,False
unit_value_vs_community_price,Kg,Other pulse or nut,2,-0.5519875892837338,0.5758042099887954,False
unit_value_vs_community_price,Kg,Cassava,1,-0.2876820724517808,0.7500000000000001,False
unit_value_vs_community_price,Kg,Godere,1,1.0986122886681096,2.9999999999999996,False
unit_value_vs_community_price,Kg,Other seed,1,-0.3695931556787433,0.691015409150993,False
unit_value_vs_community_price,Kg,Other tuber or stem,1,-0.1115717756571053,0.8944271909999155,False
unit_value_vs_community_price,Kg,Soda,1,1.0124766781978831,2.7524094128159016,False
unit_value_vs_community_price,Kubaya/Cup Large,Milk,3,-0.2027325540540823,0.8164965809277259,False
unit_value_vs_community_price,Kubaya/Cup Large,Haricot Beans,2,-0.5225459095529343,0.5930088775323161,False
unit_value_vs_community_price,Kubaya/Cup Large,Maize,2,-0.44279469038200836,0.6422390514071824,False
unit_value_vs_community_price,Kubaya/Cup Large,Salt,2,-0.11157177565710485,0.8944271909999159,False
unit_value_vs_community_price,Kubaya/Cup Large,Sorghum,2,0.04385980429275316,1.0448358631171384,False
unit_value_vs_community_price,Kubaya/Cup Large,Chick Pea,1,0.15415067982725805,1.1666666666666663,False
unit_value_vs_community_price,Kubaya/Cup Large,Field Pea,1,-0.32331358246252595,0.7237468644557461,False
unit_value_vs_community_price,Kubaya/Cup Large,Ground nuts,1,-1.0215369487544805,0.3600411499115478,False
unit_value_vs_community_price,Kubaya/Cup Large,Horsebeans,1,-0.4054651081081646,0.6666666666666665,False
unit_value_vs_community_price,Kubaya/Cup Large,Teff,1,-0.26584859912553815,0.7665551758398329,False
unit_value_vs_community_price,Kubaya/Cup Large,Wheat,1,0.2231435513142097,1.25,False
unit_value_vs_community_price,Kubaya/Cup Medium,Milk,6,-0.2938933324510593,0.74535599249993,False
unit_value_vs_community_price,Kubaya/Cup Medium,Salt,6,0.0,1.0,False
unit_value_vs_community_price,Kubaya/Cup Medium,Coffee,3,0.28123442845891455,1.324764129949177,True
unit_value_vs_community_price,Kubaya/Cup Medium,Horsebeans,3,0.4054651081081646,1.5000000000000002,False
unit_value_vs_community_price,Kubaya/Cup Medium,Maize,3,0.09531017980432477,1.0999999999999999,False
unit_value_vs_community_price,Kubaya/Cup Medium,Barley,2,-0.2244853983014894,0.798927242309477,False
unit_value_vs_community_price,Kubaya/Cup Medium,Berbere,2,-0.8613832988705519,0.42257712736425823,False
unit_value_vs_community_price,Kubaya/Cup Medium,Chick Pea,2,1.2027410247417971,3.329229929149788,False
unit_value_vs_community_price,Kubaya/Cup Medium,Field Pea,2,0.4927498398711503,1.6368110053170164,False
unit_value_vs_community_price,Kubaya/Cup Medium,Ground nuts,2,-1.4624912462085708,0.23165843705765377,False
unit_value_vs_community_price,Kubaya/Cup Medium,Haricot Beans,2,0.3111986997115478,1.3650604313545334,True
unit_value_vs_community_price,Kubaya/Cup Medium,Linseed,2,-0.16624407589831214,0.8468395158473867,False
unit_value_vs_community_price,Kubaya/Cup Medium,Sorghum,2,0.052623108440162936,1.0540323143656756,False
unit_value_vs_community_price,Kubaya/Cup Medium,Tea,2,1.0184409636305203,2.768874620972692,False
unit_value_vs_community_price,Kubaya/Cup Medium,Wheat,2,-0.43853500936043677,0.644980619863884,False
unit_value_vs_community_price,Kubaya/Cup Medium,Butter/ghee,1,-0.21681799253743073,0.8050764858994129,False
unit_value_vs_community_price,Kubaya/Cup Medium,Cheese,1,-1.4978661367769952,0.22360679774997905,False
unit_value_vs_community_price,Kubaya/Cup Medium,Lentils,1,-1.0498221244986783,0.3499999999999998,False
unit_value_vs_community_price,Kubaya/Cup Medium,Millet,1,-0.8243293127936913,0.43852900965351443,False
unit_value_vs_community_price,Kubaya/Cup Medium,Niger Seed,1,0.0,1.0,False
unit_value_vs_community_price,Kubaya/Cup Medium,Sugar,1,0.40546510810816416,1.4999999999999996,True
unit_value_vs_community_price,Kubaya/Cup Medium,Teff,1,0.5389965007326871,1.7142857142857144,False
unit_value_vs_community_price,Kubaya/Cup Small,Salt,6,0.25541281188299525,1.2909944487358056,False
unit_value_vs_community_price,Kubaya/Cup Small,Horsebeans,3,0.00398408482458823,1.0039920318408904,False
unit_value_vs_community_price,Kubaya/Cup Small,Berbere,2,-0.19646414466605333,0.821630790613492,False
unit_value_vs_community_price,Kubaya/Cup Small,Butter/ghee,2,0.1592024526887823,1.1725753136771673,False
unit_value_vs_community_price,Kubaya/Cup Small,Chick Pea,2,-0.784932645479308,0.4561504245441779,False
unit_value_vs_community_price,Kubaya/Cup Small,Coffee,2,1.0797421246766858,2.943920288775948,False
unit_value_vs_community_price,Kubaya/Cup Small,Ground nuts,2,0.061715019482881606,1.0636591793889978,False
unit_value_vs_community_price,Kubaya/Cup Small,Haricot Beans,2,0.5756462732485115,1.778279410038923,False
unit_value_vs_community_price,Kubaya/Cup Small,Linseed,2,-0.27970374899640715,0.7560076763164567,False
unit_value_vs_community_price,Kubaya/Cup Small,Maize,2,-0.2644475735369636,0.7676298919328179,False
unit_value_vs_community_price,Kubaya/Cup Small,Milk,2,0.42839542204100756,1.5347928519163987,False
unit_value_vs_community_price,Kubaya/Cup Small,Tea,2,0.9729550745276566,2.6457513110645903,False
